"id","c_date","campaign_name","category","campaign_id","impressions","mark_spent","clicks","leads","orders","revenue"
1019,"2021-04-03","instagram_tier2","social",983498,5225721,1652206,64048,675,65,163873
1020,"2021-04-03","facebook_retargeting","social",4387490,4874214,495229,348,554,21,123730
1021,"2021-04-03","facebook_lal","social",544756,8003006,352466,148454,4667,102,853224
1022,"2021-04-03","instagram_blogger","influencer",374754,5341185,247575,29447,4441,41,128200
1023,"2021-04-03","banner_partner","media",39889,10569821,87535,2612,1567,225,725054
1024,"2021-04-04","facebook_tier1","social",349043,14463453,411341,27952,661,307,3964687
1025,"2021-04-04","facebOOK_tier2","social",348934,8167973,238089,5079,479,443,96339
1026,"2021-04-04","google_hot","search",89459845,6325254,218223,32478,1195,91,92101
1027,"2021-04-04","google_wide","search",127823,21267458,273453,24934,3625,211,998448
1028,"2021-04-04","youtube_blogger","influencer",10934,15650039,247118,10154,2199,148,3481624
1029,"2021-04-04","instagram_tier1","social",9034945,5807426,424111,259640,542,50,2258199
1030,"2021-04-04","instagram_tier2","social",983498,9531243,1444965,62983,279,7,746585
1031,"2021-04-04","facebook_retargeting","social",4387490,23520515,338958,14191,927,98,2145033
1032,"2021-04-04","facebook_lal","social",544756,4117786,548647,1407,5151,65,581475
1033,"2021-04-04","instagram_blogger","influencer",374754,9467727,236135,140845,756,101,721428
1034,"2021-04-04","banner_partner","media",39889,7787889,74638,57083,3238,207,2288070
1035,"2021-04-05","facebook_tier1","social",349043,3800356,699763,39219,5291,64,3479497
1036,"2021-04-05","facebOOK_tier2","social",348934,5665712,11214,169971,1313,443,1493671
1037,"2021-04-05","google_hot","search",89459845,8524688,1440343,66272,2246,156,388359
1038,"2021-04-05","google_wide","search",127823,20847539,1248991,18151,2332,60,407461
1039,"2021-04-05","youtube_blogger","influencer",10934,17489776,132382,61180,2757,71,57666
1040,"2021-04-05","instagram_tier1","social",9034945,15108233,25108,13481,3449,43,1445439
1041,"2021-04-05","instagram_tier2","social",983498,8531170,297918,100105,2123,288,67496
1042,"2021-04-05","facebook_retargeting","social",4387490,6500462,654063,20504,1567,177,1091488
1043,"2021-04-05","facebook_lal","social",544756,9679081,587030,233569,1156,38,83379
1044,"2021-04-05","instagram_blogger","influencer",374754,14594430,872,302536,4165,188,600475
1045,"2021-04-05","banner_partner","media",39889,5955855,267639,10897,3237,7,101358
1046,"2021-04-06","facebook_tier1","social",349043,17328979,1461879,224484,1387,299,384171
1047,"2021-04-06","facebOOK_tier2","social",348934,8022424,35187,8868,780,57,44634
1048,"2021-04-06","google_hot","search",89459845,18516911,340678,37957,25,60,412757
1049,"2021-04-06","google_wide","search",127823,21704377,46807,317290,1757,212,1414186
1050,"2021-04-06","youtube_blogger","influencer",10934,9767978,176468,4002,2300,295,685058
1051,"2021-04-06","instagram_tier1","social",9034945,10902956,184120,3495,1157,153,1344614
1052,"2021-04-06","instagram_tier2","social",983498,9038193,409478,146613,1776,9,44402
1053,"2021-04-06","facebook_retargeting","social",4387490,21901294,290508,199124,2973,65,327985
1054,"2021-04-06","facebook_lal","social",544756,24692672,1687675,5419,1342,185,307545
1055,"2021-04-06","instagram_blogger","influencer",374754,21814521,103275,757,872,9,2027197
1056,"2021-04-06","banner_partner","media",39889,9772198,35923,15991,909,80,571593
1057,"2021-04-07","facebook_tier1","social",349043,18826001,614605,277398,9783,402,610432
1058,"2021-04-07","facebOOK_tier2","social",348934,12960657,93854,296350,2147,88,228381
1059,"2021-04-07","google_hot","search",89459845,18701690,50364,55687,8605,160,459077
1060,"2021-04-07","google_wide","search",127823,17372486,258557,20380,2488,32,1030494
1061,"2021-04-07","youtube_blogger","influencer",10934,5302322,90091,66698,1819,5,247832
1062,"2021-04-07","instagram_tier1","social",9034945,6691792,1139224,129923,4901,109,46993
1063,"2021-04-07","instagram_tier2","social",983498,13786109,1142149,38481,2613,279,13275
1064,"2021-04-07","facebook_retargeting","social",4387490,14706666,693623,68275,757,68,662338
1065,"2021-04-07","facebook_lal","social",544756,22936296,301173,61004,1215,12,352661
1066,"2021-04-07","instagram_blogger","influencer",374754,16000769,752439,25987,536,5,670536
1067,"2021-04-07","banner_partner","media",39889,8749710,600028,22933,1909,354,296811
1068,"2021-04-08","facebook_tier1","social",349043,8473513,34241,79836,3348,18,801017
1069,"2021-04-08","facebOOK_tier2","social",348934,12397321,502129,18908,377,150,1991534
1070,"2021-04-08","google_hot","search",89459845,12887522,117492,61391,810,43,2125022
1071,"2021-04-08","google_wide","search",127823,8730199,104455,18515,7484,43,1780114
1072,"2021-04-08","youtube_blogger","influencer",10934,14181351,124483,77201,2674,10,446289
1073,"2021-04-08","instagram_tier1","social",9034945,24661488,47512,164090,47,55,920510
1074,"2021-04-08","instagram_tier2","social",983498,9475473,297064,96913,1053,218,710180
1075,"2021-04-08","facebook_retargeting","social",4387490,3696320,257906,6808,130,353,1283456
1076,"2021-04-08","facebook_lal","social",544756,23955425,603728,34654,2751,173,638168
1077,"2021-04-08","instagram_blogger","influencer",374754,9891460,143611,51067,1522,196,424508
1078,"2021-04-08","banner_partner","media",39889,17415860,301288,149294,890,4,949560
1079,"2021-04-09","facebook_tier1","social",349043,2577544,1109944,38941,610,7,29944
1080,"2021-04-09","facebOOK_tier2","social",348934,8641221,42938,294926,1025,4,670743
1081,"2021-04-09","google_hot","search",89459845,10537501,83323,20836,5914,22,1988979
1082,"2021-04-09","google_wide","search",127823,7882523,286589,44782,1751,43,3876255
1083,"2021-04-09","youtube_blogger","influencer",10934,4534743,355211,27823,6374,25,210791
1084,"2021-04-09","instagram_tier1","social",9034945,15640264,165170,149291,219,286,523936
1085,"2021-04-09","instagram_tier2","social",983498,2435503,349303,281104,868,187,529478
1086,"2021-04-09","facebook_retargeting","social",4387490,6163199,305634,311577,1242,68,3643007
1087,"2021-04-09","facebook_lal","social",544756,9923450,467241,47705,1127,69,448316
1088,"2021-04-09","instagram_blogger","influencer",374754,5979159,499344,83403,1020,210,84645
1089,"2021-04-09","banner_partner","media",39889,5803879,265524,76851,3103,383,1880285
1090,"2021-04-10","facebook_tier1","social",349043,9601209,888623,4285,1346,14,2114706
1091,"2021-04-10","facebOOK_tier2","social",348934,24751395,17720,15976,2111,26,763910
1092,"2021-04-10","google_hot","search",89459845,7682103,114988,72867,4086,91,3054479
1093,"2021-04-10","google_wide","search",127823,5610945,381010,35590,6,94,3620292
1094,"2021-04-10","youtube_blogger","influencer",10934,17151234,371446,16215,1582,68,340189
1095,"2021-04-10","instagram_tier1","social",9034945,16064440,1358138,257239,178,141,666425
1096,"2021-04-10","instagram_tier2","social",983498,2497949,208961,54126,1471,254,205585
1097,"2021-04-10","facebook_retargeting","social",4387490,11238909,424066,63447,7623,450,3470334
1098,"2021-04-10","facebook_lal","social",544756,24803391,68262,79443,515,21,1808107
1099,"2021-04-10","instagram_blogger","influencer",374754,17226203,251292,115688,801,74,1867642
1100,"2021-04-10","banner_partner","media",39889,4238950,146899,108575,595,90,3792439
1101,"2021-04-11","facebook_tier1","social",349043,20142307,170122,134501,298,91,217528
1102,"2021-04-11","facebOOK_tier2","social",348934,10024225,47865,14815,837,63,1995099
1103,"2021-04-11","google_hot","search",89459845,3463806,217741,14132,1988,177,163357
1104,"2021-04-11","google_wide","search",127823,18588550,36322,10378,872,89,492802
1105,"2021-04-11","youtube_blogger","influencer",10934,13916155,252703,24096,4729,89,634535
1106,"2021-04-11","instagram_tier1","social",9034945,24798635,681281,82147,745,86,1519235
1107,"2021-04-11","instagram_tier2","social",983498,8353962,1719990,35620,3461,138,1004171
1108,"2021-04-11","facebook_retargeting","social",4387490,12088298,153074,19465,1328,72,870193
1109,"2021-04-11","facebook_lal","social",544756,8189316,275580,7232,10629,118,382568
1110,"2021-04-11","instagram_blogger","influencer",374754,13367772,1701375,99540,1078,208,279373
1111,"2021-04-11","banner_partner","media",39889,8698186,1071215,306877,7395,84,497187
1112,"2021-04-12","facebook_tier1","social",349043,3672226,432415,22040,2629,70,2325975
1113,"2021-04-12","facebOOK_tier2","social",348934,10059930,47640,10860,1153,292,196537
1114,"2021-04-12","google_hot","search",89459845,12637832,1379154,6955,2972,64,635048
1115,"2021-04-12","google_wide","search",127823,10394504,1077835,26227,790,146,484702
1116,"2021-04-12","youtube_blogger","influencer",10934,16705550,846753,30644,971,111,1568865
1117,"2021-04-12","instagram_tier1","social",9034945,19553415,176697,40123,8196,462,991682
1118,"2021-04-12","instagram_tier2","social",983498,11327613,101726,27836,535,194,120090
1119,"2021-04-12","facebook_retargeting","social",4387490,11908271,1086810,110780,1874,45,633443
1120,"2021-04-12","facebook_lal","social",544756,10365965,279356,127240,597,208,560630
1121,"2021-04-12","instagram_blogger","influencer",374754,10974590,470315,148825,1013,132,1145376
1122,"2021-04-12","banner_partner","media",39889,4063121,375529,237788,2917,52,743840
1123,"2021-04-13","facebook_tier1","social",349043,11136039,266443,8578,1037,49,895571
1124,"2021-04-13","facebOOK_tier2","social",348934,8765156,316454,22754,7657,61,837202
1125,"2021-04-13","google_hot","search",89459845,19114768,171753,44905,25,51,1246002
1126,"2021-04-13","google_wide","search",127823,4479942,4010,39920,722,374,265063
1127,"2021-04-13","youtube_blogger","influencer",10934,17367094,1374737,69474,1356,45,434795
1128,"2021-04-13","instagram_tier1","social",9034945,8096355,109503,9552,771,64,371700
1129,"2021-04-13","instagram_tier2","social",983498,15171070,128405,300645,892,385,291266
1130,"2021-04-13","facebook_retargeting","social",4387490,13711294,319449,8008,1142,86,320700
1131,"2021-04-13","facebook_lal","social",544756,22165192,28054,16031,100,487,830067
1132,"2021-04-13","instagram_blogger","influencer",374754,15545982,7362,66526,3237,474,2043971
1133,"2021-04-13","banner_partner","media",39889,16361933,211992,96520,893,22,484500
1134,"2021-04-14","facebook_tier1","social",349043,6717072,414564,59397,111,489,211018
1135,"2021-04-14","facebOOK_tier2","social",348934,13158409,140850,235356,178,27,1448209
1136,"2021-04-14","google_hot","search",89459845,4442322,185526,6080,1470,88,2742217
1137,"2021-04-14","google_wide","search",127823,11621232,172959,19831,2495,47,1854502
1138,"2021-04-14","youtube_blogger","influencer",10934,8636321,921352,13375,3815,117,298740
1139,"2021-04-14","instagram_tier1","social",9034945,4621532,30619,209965,1665,46,403137
1140,"2021-04-14","instagram_tier2","social",983498,3562720,83030,107057,10447,4,331492
1141,"2021-04-14","facebook_retargeting","social",4387490,4817526,1468903,39122,2227,52,64130
1142,"2021-04-14","facebook_lal","social",544756,2510112,54207,17667,2198,90,618435
1143,"2021-04-14","instagram_blogger","influencer",374754,15850532,314221,70755,559,86,257754
1144,"2021-04-14","banner_partner","media",39889,17469832,636263,4494,5517,189,165235
1145,"2021-04-15","facebook_tier1","social",349043,7712375,633305,18727,110,33,321525
1146,"2021-04-15","facebOOK_tier2","social",348934,14796637,1206567,249500,975,483,274968
1147,"2021-04-15","google_hot","search",89459845,11259526,634827,26934,573,136,638042
1148,"2021-04-15","google_wide","search",127823,21190931,1447877,9733,1927,32,883039
1149,"2021-04-15","youtube_blogger","influencer",10934,9020840,322507,124845,5614,210,666322
1150,"2021-04-15","instagram_tier1","social",9034945,10409217,58191,31208,145,166,2885576
1151,"2021-04-15","instagram_tier2","social",983498,3784389,1048608,75521,1098,163,608962
1152,"2021-04-15","facebook_retargeting","social",4387490,3796232,931987,12581,1057,376,3015979
1153,"2021-04-15","facebook_lal","social",544756,10271481,479738,142453,159,38,1705307
1154,"2021-04-15","instagram_blogger","influencer",374754,4898120,1219859,302396,303,143,601785
1155,"2021-04-15","banner_partner","media",39889,3452753,1729385,572,135,166,903104
1156,"2021-04-16","facebook_tier1","social",349043,19558391,228087,268403,1932,51,706520
1157,"2021-04-16","facebOOK_tier2","social",348934,14420014,99678,72882,5692,443,2021714
1158,"2021-04-16","google_hot","search",89459845,24276545,152998,98782,624,24,203474
1159,"2021-04-16","google_wide","search",127823,9531091,277694,4456,1076,401,1740152
1160,"2021-04-16","youtube_blogger","influencer",10934,22930123,349774,15285,1177,184,426277
1161,"2021-04-16","instagram_tier1","social",9034945,16018197,99769,56406,3804,90,54220
1162,"2021-04-16","instagram_tier2","social",983498,1892257,275630,31992,356,53,939963
1163,"2021-04-16","facebook_retargeting","social",4387490,12607214,1437321,97164,2649,227,169424
1164,"2021-04-16","facebook_lal","social",544756,19368468,249657,37812,1225,163,468984
1165,"2021-04-16","instagram_blogger","influencer",374754,19600161,201368,37988,6876,78,197452
1166,"2021-04-16","banner_partner","media",39889,4813961,611487,15281,545,65,503049
1167,"2021-04-17","facebook_tier1","social",349043,11417053,402801,51334,493,73,16513
1168,"2021-04-17","facebOOK_tier2","social",348934,16385315,242946,76358,11624,350,135011
1169,"2021-04-17","google_hot","search",89459845,17249247,255942,67175,302,198,357380
1170,"2021-04-17","google_wide","search",127823,14945427,326429,121370,1125,109,519223
1171,"2021-04-17","youtube_blogger","influencer",10934,3616588,270634,275695,1702,171,1930203
1172,"2021-04-17","instagram_tier1","social",9034945,9253826,436557,45467,2346,26,1336690
1173,"2021-04-17","instagram_tier2","social",983498,9000348,518452,34847,657,13,1285557
1174,"2021-04-17","facebook_retargeting","social",4387490,4381274,606658,225794,2014,110,388984
1175,"2021-04-17","facebook_lal","social",544756,7872388,110662,140382,3132,13,971036
1176,"2021-04-17","instagram_blogger","influencer",374754,5108043,238804,20225,1109,444,54634
1177,"2021-04-17","banner_partner","media",39889,3520689,94034,92086,5120,37,150974
1178,"2021-04-18","facebook_tier1","social",349043,16264529,271874,4051,8793,327,567511
1179,"2021-04-18","facebOOK_tier2","social",348934,14252400,115843,6039,1896,4,2373259
1180,"2021-04-18","google_hot","search",89459845,11806386,731420,20261,934,365,748965
1181,"2021-04-18","google_wide","search",127823,22984733,1539872,25890,13,15,746530
1182,"2021-04-18","youtube_blogger","influencer",10934,2459912,566059,2096,11268,92,504942
1183,"2021-04-18","instagram_tier1","social",9034945,23373983,60505,44794,7819,85,485446
1184,"2021-04-18","instagram_tier2","social",983498,11079561,164151,19225,501,196,318602
1185,"2021-04-18","facebook_retargeting","social",4387490,2002090,46939,70138,3456,14,1552071
1186,"2021-04-18","facebook_lal","social",544756,5369305,579629,33725,2264,220,1507151
1187,"2021-04-18","instagram_blogger","influencer",374754,23844260,258010,52905,1883,124,319687
1188,"2021-04-18","banner_partner","media",39889,5537652,161860,39913,438,107,759664
1189,"2021-04-19","facebook_tier1","social",349043,10429548,607067,60294,3102,29,797356
1190,"2021-04-19","facebOOK_tier2","social",348934,7631004,167582,8554,996,470,277304
1191,"2021-04-19","google_hot","search",89459845,14863025,33543,97184,5021,123,3171680
1192,"2021-04-19","google_wide","search",127823,5756629,296108,11073,1347,114,1109129
1193,"2021-04-19","youtube_blogger","influencer",10934,15949961,131853,136217,55,323,2167720
1194,"2021-04-19","instagram_tier1","social",9034945,16940122,406540,8170,439,27,579379
1195,"2021-04-19","instagram_tier2","social",983498,10932587,415680,40783,4201,51,346578
1196,"2021-04-19","facebook_retargeting","social",4387490,2048729,575162,46300,3025,97,1238904
1197,"2021-04-19","facebook_lal","social",544756,7390024,342824,90296,5027,69,3483897
1198,"2021-04-19","instagram_blogger","influencer",374754,22501536,677678,167997,22,187,12457
1199,"2021-04-19","banner_partner","media",39889,11538372,32354,26531,1699,230,247148
1200,"2021-04-20","facebook_tier1","social",349043,4150420,302999,44366,4618,194,1216126
1201,"2021-04-20","facebOOK_tier2","social",348934,10449499,48217,22862,1080,195,602687
1202,"2021-04-20","google_hot","search",89459845,8136745,1684447,317810,696,193,446105
1203,"2021-04-20","google_wide","search",127823,14708103,314987,96258,484,81,627537
1204,"2021-04-20","youtube_blogger","influencer",10934,5087198,233986,46857,3619,58,1816519
1205,"2021-04-20","instagram_tier1","social",9034945,9623346,367708,194371,1205,7,2933082
1206,"2021-04-20","instagram_tier2","social",983498,17777126,386702,73072,390,170,144200
1207,"2021-04-20","facebook_retargeting","social",4387490,6683248,56706,83873,17,55,404693
1208,"2021-04-20","facebook_lal","social",544756,10631939,149180,29043,1196,191,2354983
1209,"2021-04-20","instagram_blogger","influencer",374754,10915656,97755,19409,561,191,1738725
1210,"2021-04-20","banner_partner","media",39889,14052868,1586938,32126,86,26,840848
1211,"2021-04-21","facebook_tier1","social",349043,19315879,87270,24855,4073,261,27300
1212,"2021-04-21","facebOOK_tier2","social",348934,16296969,452957,44022,212,281,1112440
1213,"2021-04-21","google_hot","search",89459845,9950257,1094582,38069,961,12,713608
1214,"2021-04-21","google_wide","search",127823,12102393,1669556,189716,6591,187,300519
1215,"2021-04-21","youtube_blogger","influencer",10934,12553715,86496,12035,1785,123,1141165
1216,"2021-04-21","instagram_tier1","social",9034945,16437266,164268,125654,5569,257,601851
1217,"2021-04-21","instagram_tier2","social",983498,23655510,578825,168444,1077,157,469931
1218,"2021-04-21","facebook_retargeting","social",4387490,3981483,1017343,9166,123,140,595698
1219,"2021-04-21","facebook_lal","social",544756,7627789,1033311,78220,1004,32,1456426
1220,"2021-04-21","instagram_blogger","influencer",374754,5870078,1293894,140518,624,26,326013
1221,"2021-04-21","banner_partner","media",39889,12129878,142326,76247,60,123,2528035
1222,"2021-04-22","facebook_tier1","social",349043,9655540,180155,30099,545,22,724970
1223,"2021-04-22","facebOOK_tier2","social",348934,18154097,436371,55575,4592,168,2323209
1224,"2021-04-22","google_hot","search",89459845,20037836,607389,9598,59,475,79311
1225,"2021-04-22","google_wide","search",127823,5644682,335801,54303,117,95,108932
1226,"2021-04-22","youtube_blogger","influencer",10934,10796544,143779,289872,733,85,3431774
1227,"2021-04-22","instagram_tier1","social",9034945,14260427,267766,24175,939,393,323072
1228,"2021-04-22","instagram_tier2","social",983498,10373812,286555,143666,3899,88,206297
1229,"2021-04-22","facebook_retargeting","social",4387490,12168095,10187,35645,3422,157,2170478
1230,"2021-04-22","facebook_lal","social",544756,3034491,251780,82746,1984,79,689785
1231,"2021-04-22","instagram_blogger","influencer",374754,16971148,180892,29110,409,48,372468
1232,"2021-04-22","banner_partner","media",39889,10747201,29354,193141,10036,156,636728
1233,"2021-04-23","facebook_tier1","social",349043,4274970,285601,3050,239,137,2060445
1234,"2021-04-23","facebOOK_tier2","social",348934,9285216,49084,26683,217,37,794994
1235,"2021-04-23","google_hot","search",89459845,22764739,282321,80639,2453,92,2537762
1236,"2021-04-23","google_wide","search",127823,3760831,190654,136883,1606,100,623221
1237,"2021-04-23","youtube_blogger","influencer",10934,5019829,293755,89861,3578,21,845434
1238,"2021-04-23","instagram_tier1","social",9034945,3299791,62545,68394,450,21,1878423
1239,"2021-04-23","instagram_tier2","social",983498,23316239,215564,13843,2966,91,76570
1240,"2021-04-23","facebook_retargeting","social",4387490,19934879,646981,76325,1020,59,806057
1241,"2021-04-23","facebook_lal","social",544756,10911517,1553567,186952,138,54,1748489
1242,"2021-04-23","instagram_blogger","influencer",374754,13114629,691774,65439,686,250,2972888
1243,"2021-04-23","banner_partner","media",39889,11482526,143989,29736,11584,239,129475
1244,"2021-04-24","facebook_tier1","social",349043,8934492,90414,57352,1564,194,591963
1245,"2021-04-24","facebOOK_tier2","social",348934,16055304,113005,8663,1165,198,511217
1246,"2021-04-24","google_hot","search",89459845,5367259,870946,61022,3725,135,1783914
1247,"2021-04-24","google_wide","search",127823,8332408,270544,39166,1282,25,1082898
1248,"2021-04-24","youtube_blogger","influencer",10934,10122194,177332,2063,5717,317,990990
1249,"2021-04-24","instagram_tier1","social",9034945,7007295,14497,373,699,282,192350
1250,"2021-04-24","instagram_tier2","social",983498,8420393,217262,227425,4189,7,794394
1251,"2021-04-24","facebook_retargeting","social",4387490,6135493,578317,36394,1052,92,91606
1252,"2021-04-24","facebook_lal","social",544756,9069491,272597,246262,1229,150,407017
1253,"2021-04-24","instagram_blogger","influencer",374754,15541692,332836,22769,5394,222,40936
1254,"2021-04-24","banner_partner","media",39889,24370224,963159,12154,379,51,172027
1255,"2021-04-25","facebook_tier1","social",349043,12570754,1744906,73455,1075,14,239116
1256,"2021-04-25","facebOOK_tier2","social",348934,9222761,88650,30468,375,84,483549
1257,"2021-04-25","google_hot","search",89459845,11253764,235387,285244,977,95,440215
1258,"2021-04-25","google_wide","search",127823,11259439,147905,271122,210,28,957992
1259,"2021-04-25","youtube_blogger","influencer",10934,13306697,123591,74264,6050,109,371169
1260,"2021-04-25","instagram_tier1","social",9034945,15177588,868657,26349,1048,56,1137381
1261,"2021-04-25","instagram_tier2","social",983498,7568571,638603,32433,11619,127,217361
1262,"2021-04-25","facebook_retargeting","social",4387490,3039316,320307,4665,919,67,1323734
1263,"2021-04-25","facebook_lal","social",544756,16768612,523044,316862,3019,0,135248
1264,"2021-04-25","instagram_blogger","influencer",374754,8980697,196413,60591,993,34,523762
1265,"2021-04-25","banner_partner","media",39889,3773562,582821,39257,5449,132,1505971
1266,"2021-04-26","facebook_tier1","social",349043,11165299,282012,52896,296,89,3040125
1267,"2021-04-26","facebOOK_tier2","social",348934,22296040,73370,316301,1816,356,69909
1268,"2021-04-26","google_hot","search",89459845,6915286,142975,29016,2209,351,355294
1269,"2021-04-26","google_wide","search",127823,9219261,1348178,145199,676,49,1322431
1270,"2021-04-26","youtube_blogger","influencer",10934,4285051,162747,36056,2064,78,1585797
1271,"2021-04-26","instagram_tier1","social",9034945,16624954,957000,35436,280,53,1272455
1272,"2021-04-26","instagram_tier2","social",983498,15443214,342045,34487,379,15,749183
1273,"2021-04-26","facebook_retargeting","social",4387490,22510648,144791,78549,1150,49,2366453
1274,"2021-04-26","facebook_lal","social",544756,19112324,55661,79634,3555,66,113210
1275,"2021-04-26","instagram_blogger","influencer",374754,17477703,50878,5746,11945,340,1498306
1276,"2021-04-26","banner_partner","media",39889,5963828,1038924,145556,1719,132,196358
1277,"2021-04-27","facebook_tier1","social",349043,5249160,18011,30890,7387,61,1448235
1278,"2021-04-27","facebOOK_tier2","social",348934,16498781,94375,24954,5579,86,254091
1279,"2021-04-27","google_hot","search",89459845,6474283,1154962,10980,631,99,2491265
1280,"2021-04-27","google_wide","search",127823,11614070,377968,78614,323,45,241417
1281,"2021-04-27","youtube_blogger","influencer",10934,8729223,406232,119853,791,73,1733048
1282,"2021-04-27","instagram_tier1","social",9034945,15537400,232658,124176,3459,253,427309
1283,"2021-04-27","instagram_tier2","social",983498,8493412,792949,147523,811,82,354169
1284,"2021-04-27","facebook_retargeting","social",4387490,4010781,321365,47703,439,196,2053359
1285,"2021-04-27","facebook_lal","social",544756,5236930,314109,144333,357,422,354661
1286,"2021-04-27","instagram_blogger","influencer",374754,10399092,81059,34196,849,28,408027
1287,"2021-04-27","banner_partner","media",39889,14018724,23978,92789,2273,11,134074
1288,"2021-04-28","facebook_tier1","social",349043,6237542,22273,14066,1193,209,281064
1289,"2021-04-28","facebOOK_tier2","social",348934,20474941,275479,139299,1476,65,1586219
1290,"2021-04-28","google_hot","search",89459845,8471978,150493,31617,1652,209,1644348
1291,"2021-04-28","google_wide","search",127823,9481419,150335,24066,715,179,3748609
1292,"2021-04-28","youtube_blogger","influencer",10934,10088313,1648152,72861,4173,2,371395
1293,"2021-04-28","instagram_tier1","social",9034945,7428539,143872,128071,536,84,325434
1294,"2021-04-28","instagram_tier2","social",983498,10980887,81074,18686,1107,34,2163327
1295,"2021-04-28","facebook_retargeting","social",4387490,2198974,628094,36496,3243,70,3620871
1296,"2021-04-28","facebook_lal","social",544756,6054941,1361806,10859,702,60,845172
1297,"2021-04-28","instagram_blogger","influencer",374754,22364736,149375,119782,3472,248,1401138
1298,"2021-04-28","banner_partner","media",39889,7708055,73599,17250,1592,39,873372
1299,"2021-04-29","facebook_tier1","social",349043,17999843,440946,29492,1375,371,578339
1300,"2021-04-29","facebOOK_tier2","social",348934,4791911,193411,43457,596,255,705148
1301,"2021-04-29","google_hot","search",89459845,15733337,89200,260892,1252,87,509022
1302,"2021-04-29","google_wide","search",127823,7574742,118863,7195,112,156,1418684
1303,"2021-04-29","youtube_blogger","influencer",10934,19952982,552638,76877,1270,245,176333
1304,"2021-04-29","instagram_tier1","social",9034945,9921158,111259,19795,3349,297,560996
1305,"2021-04-29","instagram_tier2","social",983498,5896648,299478,12080,1158,40,1433986
1306,"2021-04-29","facebook_retargeting","social",4387490,11684538,379579,101826,5288,237,1161222
1307,"2021-04-29","facebook_lal","social",544756,9090255,73086,97436,5717,148,1127219
1308,"2021-04-29","instagram_blogger","influencer",374754,3147213,78668,38579,3125,189,843467
1309,"2021-04-29","banner_partner","media",39889,8672071,69905,573,24,283,1328762
1310,"2021-04-30","facebook_tier1","social",349043,23373720,396129,2724,4646,233,76406
1311,"2021-04-30","facebOOK_tier2","social",348934,6599622,429127,190395,1773,113,2719687
1312,"2021-04-30","google_hot","search",89459845,3141214,94179,65147,2520,130,7778
1313,"2021-04-30","google_wide","search",127823,19652477,1247672,76803,848,129,1194933
1314,"2021-04-30","youtube_blogger","influencer",10934,5838480,357232,158578,4589,35,388169
1315,"2021-04-30","instagram_tier1","social",9034945,8973015,443323,26586,3110,260,945897
1316,"2021-04-30","instagram_tier2","social",983498,9623649,162643,256531,1024,80,1369469
1317,"2021-04-30","facebook_retargeting","social",4387490,16286511,1313624,153617,5497,129,122254
1318,"2021-04-30","facebook_lal","social",544756,8776010,685983,253788,4118,92,778651
1319,"2021-04-30","instagram_blogger","influencer",374754,14635596,1250951,10555,4,134,846228
1320,"2021-04-30","banner_partner","media",39889,8882563,238830,32044,2756,39,1068862
1321,"2021-05-01","facebook_tier1","social",349043,4667867,1318136,30133,638,16,488439
1322,"2021-05-01","facebOOK_tier2","social",348934,12115340,605250,56466,2706,416,339279
1323,"2021-05-01","google_hot","search",89459845,18233722,355671,37835,5409,144,508683
1324,"2021-05-01","google_wide","search",127823,3379296,389032,31470,3117,385,338895
1325,"2021-05-01","youtube_blogger","influencer",10934,14424378,268035,16875,2343,16,103606
1326,"2021-05-01","instagram_tier1","social",9034945,1780322,1510613,137670,2328,13,1261
1327,"2021-05-01","instagram_tier2","social",983498,14734348,7527,39248,10692,197,2004182
1328,"2021-05-01","facebook_retargeting","social",4387490,10230994,1643671,63582,579,58,5028
1329,"2021-05-01","facebook_lal","social",544756,15482314,90813,71715,705,34,87454
1330,"2021-05-01","instagram_blogger","influencer",374754,17786390,446597,28965,2278,266,1515274
1331,"2021-05-01","banner_partner","media",39889,15326619,620077,43220,1753,264,153474
1332,"2021-05-02","facebook_tier1","social",349043,11226628,115908,28732,535,130,1722618
1333,"2021-05-02","facebOOK_tier2","social",348934,6377999,297711,121526,1159,52,1604139
1334,"2021-05-02","google_hot","search",89459845,2268164,309491,36606,977,18,1080955
1335,"2021-05-02","google_wide","search",127823,9864766,413891,10066,9746,37,58370
1336,"2021-05-02","youtube_blogger","influencer",10934,10388023,862067,269078,9640,31,333579
1337,"2021-05-02","instagram_tier1","social",9034945,9689492,611129,68289,1857,38,729935
1338,"2021-05-02","instagram_tier2","social",983498,10170653,566916,10060,242,159,1535927
1339,"2021-05-02","facebook_retargeting","social",4387490,16929309,113847,265888,2960,431,527423
1340,"2021-05-02","facebook_lal","social",544756,21216167,695046,33888,360,170,1425588
1341,"2021-05-02","instagram_blogger","influencer",374754,10807897,189165,290235,2448,9,777011
1342,"2021-05-02","banner_partner","media",39889,10335436,46923,32906,2679,264,1560348
1343,"2021-05-03","facebook_tier1","social",349043,15840910,178812,14199,38,147,3009507
1344,"2021-05-03","facebOOK_tier2","social",348934,5041290,602727,67071,7685,25,345043
1345,"2021-05-03","google_hot","search",89459845,3625967,912995,64601,1851,238,2039085
1346,"2021-05-03","google_wide","search",127823,8310082,247329,29201,20,298,773468
1347,"2021-05-03","youtube_blogger","influencer",10934,19181429,85145,81860,4008,82,768109
1348,"2021-05-03","instagram_tier1","social",9034945,22185062,774488,32125,517,2,972180
